,loss,dense_51_loss,dense_52_loss,dense_53_loss,dense_54_loss,lr
0,6.862631320953369,0.9969464540481567,0.7251651883125305,3.619668960571289,1.5208507776260376,0.002
1,4.0695109367370605,0.8628636598587036,0.39774084091186523,2.319248676300049,0.48965805768966675,0.002
2,3.292496681213379,0.7834728360176086,0.2768629789352417,1.934232234954834,0.29792866110801697,0.002
3,2.734773874282837,0.7103933095932007,0.19363632798194885,1.6319725513458252,0.19877204298973083,0.002
4,2.178375482559204,0.6503912806510925,0.07221143692731857,1.2940490245819092,0.16172395646572113,0.002
5,1.7949198484420776,0.6047682762145996,0.012452402152121067,1.0350409746170044,0.142658069729805,0.002
6,1.5818190574645996,0.5657535791397095,0.0067832330241799355,0.8792662024497986,0.13001590967178345,0.002
7,1.4450252056121826,0.5293071866035461,0.005254308693110943,0.7894442081451416,0.12101973593235016,0.002
8,1.3531466722488403,0.5095276832580566,0.003512478433549404,0.7263226509094238,0.11378401517868042,0.002
9,1.2841942310333252,0.49699458479881287,0.0030376065988093615,0.6790244579315186,0.10513754189014435,0.002
10,1.2182244062423706,0.4841265380382538,0.0030828884337097406,0.6350855231285095,0.09592928737401962,0.002
11,1.1433041095733643,0.469422847032547,0.0016878409078344703,0.5868308544158936,0.08536262065172195,0.002
12,1.0944586992263794,0.4673243761062622,0.0015783484559506178,0.5477340221405029,0.07782189548015594,0.002
13,1.0485670566558838,0.457587331533432,0.0023741060867905617,0.5182181000709534,0.07038760185241699,0.002
14,1.0016238689422607,0.45188796520233154,0.0012969683157280087,0.4863055944442749,0.06213340535759926,0.002
15,0.9578449726104736,0.44651657342910767,0.0013311088550835848,0.4560745656490326,0.053922828286886215,0.002
16,0.9205400347709656,0.4382893741130829,0.0013539227657020092,0.4319891035556793,0.048907581716775894,0.002
17,0.8769087195396423,0.4274095892906189,0.0012127218069508672,0.40326812863349915,0.04501831531524658,0.002
18,0.849306583404541,0.42551854252815247,0.0011189889628440142,0.380365788936615,0.04230330511927605,0.002
19,0.8395507335662842,0.43435025215148926,0.001096811261959374,0.3642745912075043,0.039829060435295105,0.002
20,0.8124484419822693,0.4185604751110077,0.001071263337507844,0.3553960621356964,0.03742063418030739,0.002
21,0.7697249054908752,0.40449148416519165,0.0011041495017707348,0.3272593021392822,0.03686995059251785,0.002
22,0.7576789259910583,0.4140894114971161,0.0006658799829892814,0.3089856505393982,0.033937908709049225,0.002
23,0.7442594766616821,0.4059797525405884,0.0006078239530324936,0.30669698119163513,0.030974866822361946,0.002
24,0.7068809270858765,0.39703428745269775,0.0005381830269470811,0.2797970175743103,0.0295113455504179,0.002
25,0.6979199647903442,0.399997353553772,0.0005657830624841154,0.26944559812545776,0.027911214157938957,0.002
26,0.681784987449646,0.3962436616420746,0.00045028174645267427,0.25653567910194397,0.028555287048220634,0.002
27,0.661517322063446,0.3929941952228546,0.000671131769195199,0.24118401110172272,0.026667969301342964,0.002
28,0.663041353225708,0.3920994997024536,0.00037361335125751793,0.24560721218585968,0.02496098354458809,0.002
29,0.6251049041748047,0.3783756196498871,0.00037782234721817076,0.22200064361095428,0.024350855499505997,0.002
30,0.6171570420265198,0.3819413185119629,0.0004495920438785106,0.21119526028633118,0.023570844903588295,0.002
31,0.6200974583625793,0.3722270131111145,0.00034155757748521864,0.22454951703548431,0.02297942154109478,0.002
32,0.5899507999420166,0.3726673722267151,0.0002633283438626677,0.19387054443359375,0.02314949408173561,0.002
33,0.5768420696258545,0.37317734956741333,0.0003155825543217361,0.1798829734325409,0.023466167971491814,0.002
34,0.5910508632659912,0.3859759569168091,0.0002814708277583122,0.1827678382396698,0.02202555350959301,0.002
35,0.5727108120918274,0.3849535286426544,0.0003143557987641543,0.16569392383098602,0.021748987957835197,0.002
36,0.5581921935081482,0.36584991216659546,0.00034653593320399523,0.1710880547761917,0.020907700061798096,0.002
37,0.5267401337623596,0.35521450638771057,0.00025728842592798173,0.15150658786296844,0.019761759787797928,0.002
38,0.5323983430862427,0.36575379967689514,0.00039266564999707043,0.14475196599960327,0.021499935537576675,0.002
39,0.510866641998291,0.354499489068985,0.00045350921573117375,0.13536758720874786,0.020546069368720055,0.002
40,0.5056716203689575,0.3530171811580658,0.0002727409591898322,0.13236521184444427,0.020016469061374664,0.002
41,0.5844439268112183,0.3690776526927948,0.0003346359881106764,0.19473406672477722,0.020297575742006302,0.002
42,0.513977587223053,0.3578951954841614,0.0005464592250064015,0.13333208858966827,0.02220388874411583,0.002
43,0.48412859439849854,0.34561628103256226,0.0002132560039171949,0.118707574903965,0.01959148980677128,0.002
44,0.484340637922287,0.34736114740371704,0.00022163920220918953,0.1139276772737503,0.022830111905932426,0.002
45,0.5157575011253357,0.3863430321216583,0.00017525778093840927,0.10929305106401443,0.019946133717894554,0.002
46,0.510515570640564,0.3865404725074768,0.00022320798598229885,0.10475900024175644,0.018992913886904716,0.002
47,0.4811769723892212,0.36425524950027466,0.0002086643798975274,0.09904463589191437,0.01766836643218994,0.002
48,0.4666452705860138,0.3552735447883606,0.0001944199757417664,0.09371612966060638,0.017461132258176804,0.002
49,0.4634857475757599,0.3553454279899597,0.00014151600771583617,0.091062992811203,0.016935834661126137,0.002
50,0.4475737512111664,0.34423813223838806,0.00016902138304430991,0.08677133172750473,0.01639530621469021,0.002
51,0.4397682249546051,0.3398165702819824,0.0001245250750798732,0.08319476991891861,0.016632435843348503,0.002
52,0.44246113300323486,0.3436935842037201,0.00014899474626872689,0.08218937367200851,0.016429129987955093,0.002
53,0.44719168543815613,0.3506288528442383,0.000510501500684768,0.07932381331920624,0.01672852225601673,0.002
54,0.44669637084007263,0.3526877760887146,0.0002148999337805435,0.0774090439081192,0.01638471521437168,0.002
55,0.4174381494522095,0.3293955326080322,0.0001175720535684377,0.07295938581228256,0.01496569812297821,0.002
56,0.42225533723831177,0.33506226539611816,8.955207886174321e-05,0.07170239090919495,0.015401060692965984,0.002
57,0.41457825899124146,0.32919344305992126,0.00011489674943732098,0.07021915167570114,0.015050754882395267,0.002
58,0.42817553877830505,0.34418368339538574,0.0001731987576931715,0.06830830127000809,0.015510368160903454,0.002
59,0.40474459528923035,0.3227999210357666,0.00016987892740871757,0.06663675606250763,0.015138025395572186,0.002
60,0.40038007497787476,0.3214915692806244,0.00017372095317114145,0.06312857568264008,0.015586220659315586,0.002
61,0.39766061305999756,0.3201027512550354,8.91188537934795e-05,0.06196777522563934,0.015500986948609352,0.002
62,0.4288944900035858,0.351341187953949,0.0003271334571763873,0.06243600696325302,0.014790182001888752,0.002
63,3.8840677738189697,0.9827826619148254,0.19706422090530396,2.2127556800842285,0.49146556854248047,0.002
64,1.2319800853729248,0.553310215473175,0.0033091995865106583,0.5597037672996521,0.1156570240855217,0.002
65,0.843620240688324,0.4420177936553955,0.002879364648833871,0.32802093029022217,0.07070210576057434,0.002
66,0.6992818713188171,0.39977720379829407,0.001730006537400186,0.2493482381105423,0.04842643067240715,0.002
67,0.6299336552619934,0.37929388880729675,0.001827363739721477,0.20831149816513062,0.040500905364751816,0.002
68,0.5889891982078552,0.3699740171432495,0.0012073259567841887,0.1835772842168808,0.03423066437244415,0.002
69,0.56275874376297,0.366260290145874,0.0009469439974054694,0.1651841402053833,0.030367327854037285,0.002
70,0.53855961561203,0.35939139127731323,0.0007978935027495027,0.15099318325519562,0.027377121150493622,0.002
71,0.5188831090927124,0.35401055216789246,0.0009120518807321787,0.13919581472873688,0.02476462535560131,0.002
72,0.5031707882881165,0.34909898042678833,0.0007112371968105435,0.12877346575260162,0.0245871189981699,0.002
73,0.49395936727523804,0.3512333929538727,0.0004938353085890412,0.1189260259270668,0.02330610156059265,0.002
74,0.47882071137428284,0.34372323751449585,0.0005732367862947285,0.11193101108074188,0.022593148052692413,0.002
75,0.46599656343460083,0.3383995294570923,0.0006874625687487423,0.10551285743713379,0.02139676921069622,0.002
76,0.45472750067710876,0.3351748287677765,0.0004491505096666515,0.09881401807069778,0.020289452746510506,0.002
77,0.4460773468017578,0.33230826258659363,0.00041366726509295404,0.09239539504051208,0.02096000500023365,0.002
78,0.4407062530517578,0.3331369459629059,0.00043705629650503397,0.08760872483253479,0.01952350325882435,0.002
79,0.4312633275985718,0.3291817009449005,0.000388788030249998,0.08263099938631058,0.019061855971813202,0.002
80,0.4244430959224701,0.32633131742477417,0.00040014320984482765,0.07917701452970505,0.018534578382968903,0.002
81,0.4178074598312378,0.32477569580078125,0.00035440290230326355,0.07544253021478653,0.017234791070222855,0.002
82,0.41078299283981323,0.32169145345687866,0.0003313084598630667,0.07181669026613235,0.016943495720624924,0.001
83,0.4074256122112274,0.3202449381351471,0.00035376928281039,0.06998337805271149,0.016843480989336967,0.001
84,0.4048198163509369,0.31951573491096497,0.0003197056066710502,0.06856559216976166,0.016418760642409325,0.001
85,0.4020012319087982,0.3185347020626068,0.0003205140237696469,0.06696685403585434,0.016179122030735016,0.001
86,0.3999764025211334,0.31830769777297974,0.0003172880387865007,0.0653998926281929,0.01595151238143444,0.001
87,0.3972751796245575,0.3171149790287018,0.00032252573873847723,0.06399645656347275,0.015841243788599968,0.001
88,0.39587393403053284,0.3165600299835205,0.00030945168691687286,0.06333742290735245,0.01566709205508232,0.001
89,0.3931932747364044,0.31542879343032837,0.00030579601298086345,0.06218729913234711,0.015271366573870182,0.001
90,0.40017661452293396,0.32301220297813416,0.00031138284248299897,0.06134730577468872,0.015505737625062466,0.001
91,0.39075344800949097,0.3153410255908966,0.00031869043596088886,0.05994196608662605,0.01515172328799963,0.001
92,0.3878731429576874,0.31345704197883606,0.00032679439755156636,0.05881554260849953,0.0152737470343709,0.001
93,0.386095255613327,0.3131810128688812,0.0002999474236276001,0.05742146074771881,0.01519282441586256,0.001
94,0.3835972249507904,0.3123089671134949,0.00028454334824346006,0.05629853531718254,0.014705187641084194,0.001
95,0.3872084319591522,0.3151402473449707,0.00028926366940140724,0.055653709918260574,0.01612522453069687,0.001
96,0.3816213011741638,0.311666339635849,0.0002850517339538783,0.05446673557162285,0.015203186310827732,0.001
97,0.3788864016532898,0.3107583522796631,0.0002780738868750632,0.05367010459303856,0.014179891906678677,0.001
98,0.37719711661338806,0.31001076102256775,0.00027378584491088986,0.0527111291885376,0.014201438054442406,0.001
99,0.3761097192764282,0.3097153604030609,0.0002804047253448516,0.052085235714912415,0.014028683304786682,0.001
100,0.37372371554374695,0.3088473975658417,0.00026891083689406514,0.0509122796356678,0.01369514875113964,0.001
101,0.3734450042247772,0.3084605634212494,0.00027000813861377537,0.05061475187540054,0.01409971620887518,0.001
102,0.37178632616996765,0.3078007102012634,0.0002545023453421891,0.04979041591286659,0.013940675184130669,0.001
103,0.3705142140388489,0.3073936402797699,0.0002511828497517854,0.04891307279467583,0.01395631954073906,0.001
104,0.37118566036224365,0.30849674344062805,0.00025299249682575464,0.048879921436309814,0.013555927202105522,0.001
105,0.36911541223526,0.30744218826293945,0.00024004362057894468,0.04797055572271347,0.01346256397664547,0.001
106,0.36653581261634827,0.30586618185043335,0.00023742386838421226,0.04714401438832283,0.013288162648677826,0.001
107,0.36828187108039856,0.305675745010376,0.00021700345678254962,0.04860832914710045,0.013780814595520496,0.001
108,0.38153842091560364,0.3194756805896759,0.0002277577732456848,0.04776499420404434,0.014069994911551476,0.001
109,0.3663656413555145,0.306700736284256,0.0002308911643922329,0.04611225426197052,0.01332178246229887,0.001
110,0.3625868260860443,0.30417400598526,0.00021554653358180076,0.04525792971253395,0.012939314357936382,0.001
111,0.36066877841949463,0.3034600615501404,0.00020998105173930526,0.044023968279361725,0.012974727898836136,0.001
112,0.35914844274520874,0.30277523398399353,0.0001936424960149452,0.04375966265797615,0.012419918552041054,0.001
113,0.35873135924339294,0.30309727787971497,0.00020653847604990005,0.042805302888154984,0.012622308917343616,0.001
114,0.3577413260936737,0.30242159962654114,0.00020020123338326812,0.04280637204647064,0.01231316477060318,0.001
