,loss,lr
0,0.9383584856987,0.002
1,0.8129178881645203,0.002
2,0.700562059879303,0.002
3,0.6069117188453674,0.002
4,0.5313262343406677,0.002
5,0.48074978590011597,0.002
6,0.4469093084335327,0.002
7,0.4184705913066864,0.002
8,0.39485520124435425,0.002
9,0.3771521747112274,0.002
10,0.3605811595916748,0.002
11,0.34453460574150085,0.002
12,0.32993537187576294,0.002
13,0.31722214818000793,0.002
14,0.30460724234580994,0.002
15,0.29225823283195496,0.002
16,0.28175514936447144,0.002
17,0.27041277289390564,0.002
18,0.26294946670532227,0.002
19,0.2546660304069519,0.002
20,0.24643220007419586,0.002
21,0.24038498103618622,0.002
22,0.23430490493774414,0.002
23,0.22798991203308105,0.002
24,0.22261129319667816,0.002
25,0.21772868931293488,0.002
26,0.21309243142604828,0.002
27,0.2138117402791977,0.002
28,0.20584531128406525,0.002
29,0.20592394471168518,0.002
30,0.19730216264724731,0.002
31,0.19201163947582245,0.002
32,0.18884527683258057,0.002
33,0.18535630404949188,0.002
34,0.1827346235513687,0.002
35,0.1981927454471588,0.002
36,0.1858278065919876,0.002
37,0.17692801356315613,0.002
38,0.17294810712337494,0.002
39,0.17043454945087433,0.002
40,0.16932526230812073,0.002
41,0.16596728563308716,0.002
42,0.16405270993709564,0.002
43,0.16806316375732422,0.002
44,0.16217085719108582,0.002
45,0.1588679850101471,0.002
46,0.15760192275047302,0.002
47,0.15592734515666962,0.002
48,0.15355531871318817,0.002
49,0.15273268520832062,0.002
50,0.15167638659477234,0.002
51,0.14977987110614777,0.002
52,0.1479412168264389,0.002
53,0.14810805022716522,0.002
54,0.1464073657989502,0.002
55,0.144584059715271,0.002
56,0.1433168351650238,0.002
57,0.141693115234375,0.002
58,0.14077475666999817,0.002
59,0.1398196965456009,0.002
60,0.13894832134246826,0.002
61,0.13733258843421936,0.002
62,0.13617414236068726,0.002
63,0.13495896756649017,0.002
64,0.1503220945596695,0.002
65,0.13891756534576416,0.002
66,0.13361787796020508,0.002
67,0.131992906332016,0.002
68,0.13425564765930176,0.002
69,0.13099536299705505,0.002
70,0.13021892309188843,0.002
71,0.1277821809053421,0.002
72,0.12612532079219818,0.002
73,0.12531575560569763,0.002
74,0.12449894845485687,0.002
75,0.12372948974370956,0.002
76,0.12309384346008301,0.002
77,0.1221659854054451,0.002
78,0.12127513438463211,0.002
79,0.12035119533538818,0.002
80,0.1204049289226532,0.002
81,0.12348373979330063,0.002
82,0.11984039098024368,0.002
83,0.11840580403804779,0.002
84,0.11696956306695938,0.002
85,0.11613187938928604,0.002
86,0.11683602631092072,0.002
87,0.11535903066396713,0.002
88,0.11451330035924911,0.002
89,0.11403103172779083,0.002
90,0.1131998673081398,0.002
91,0.11300953477621078,0.002
92,0.12272804230451584,0.002
93,0.1139843687415123,0.002
94,0.11172821372747421,0.002
95,0.11094309389591217,0.002
96,0.10983242094516754,0.002
97,0.11037208139896393,0.002
98,0.1098361685872078,0.002
99,0.11142600327730179,0.002
100,0.10992763191461563,0.002
101,0.10903612524271011,0.002
102,0.10829439014196396,0.002
103,0.10775458067655563,0.002
104,0.10658513009548187,0.002
105,0.1060934066772461,0.002
106,0.10646625608205795,0.002
107,0.10554756969213486,0.002
108,0.10513703525066376,0.002
109,0.10603462904691696,0.002
110,0.10630413889884949,0.002
111,0.10767658799886703,0.002
112,0.10663951933383942,0.002
113,0.10681069642305374,0.002
114,0.10662104934453964,0.002
115,0.10391014814376831,0.002
116,0.10319897532463074,0.002
117,0.1017456129193306,0.002
118,0.10141509026288986,0.002
119,0.1013646051287651,0.002
120,0.10158825665712357,0.002
121,0.10050903260707855,0.002
122,0.10053662210702896,0.002
123,0.09949444979429245,0.002
124,0.09926319867372513,0.002
125,0.09885943681001663,0.002
126,0.09893923997879028,0.002
127,0.09909845888614655,0.002
128,0.09864834696054459,0.002
129,0.09879263490438461,0.002
130,0.09881570190191269,0.002
131,0.09845676273107529,0.002
132,0.09856244921684265,0.002
133,0.09861252456903458,0.002
134,0.09854540973901749,0.002
135,0.10003155469894409,0.002
136,0.10026297718286514,0.002
137,0.1010904535651207,0.002
138,0.10047199577093124,0.002
139,0.0962996631860733,0.002
140,0.09659512341022491,0.002
141,0.09635977447032928,0.002
142,0.09610777348279953,0.002
143,0.09555090218782425,0.002
144,0.09513669461011887,0.002
145,0.09581665694713593,0.002
146,0.09555136412382126,0.002
147,0.09393854439258575,0.002
148,0.09392054378986359,0.002
149,0.09501690417528152,0.002
150,0.09466882795095444,0.002
151,0.09343474358320236,0.002
152,0.09468726813793182,0.002
153,0.09626729041337967,0.002
154,0.10451672226190567,0.002
155,0.09785676002502441,0.002
156,0.1474742442369461,0.002
157,0.11665412783622742,0.002
158,0.09917213022708893,0.002
159,0.09485632181167603,0.002
160,0.09258738905191422,0.002
161,0.09187256544828415,0.002
162,0.09115518629550934,0.002
163,0.0907411128282547,0.002
164,0.09027222543954849,0.002
165,0.0901213213801384,0.002
166,0.09113061428070068,0.002
167,0.09054604172706604,0.002
168,0.09046313166618347,0.002
169,0.08976086229085922,0.002
170,0.09013959020376205,0.002
171,0.08969073742628098,0.002
172,0.08972273766994476,0.002
173,0.08916053175926208,0.002
174,0.0887480229139328,0.002
175,0.08840309083461761,0.002
176,0.08859558403491974,0.002
177,0.08838886767625809,0.002
178,0.088081955909729,0.002
179,0.08795463293790817,0.002
180,0.08816155791282654,0.002
181,0.08821848779916763,0.002
182,0.0890490710735321,0.002
183,0.0881890058517456,0.002
184,0.08760247379541397,0.002
185,0.08782920241355896,0.002
186,0.08766453713178635,0.002
187,0.08869802206754684,0.002
188,0.08792980015277863,0.002
189,0.0907910093665123,0.002
190,0.08941604197025299,0.002
191,0.0871618390083313,0.002
192,0.08697478473186493,0.002
193,0.08720455318689346,0.002
194,0.08687103539705276,0.002
195,0.08729126304388046,0.002
196,0.08734149485826492,0.002
197,0.088664211332798,0.002
198,0.08891724795103073,0.002
199,0.08749447017908096,0.002
200,0.08657069504261017,0.002
201,0.08679495006799698,0.002
202,0.0870431661605835,0.002
203,0.08787881582975388,0.002
204,0.08652007579803467,0.002
205,0.08639536798000336,0.002
206,0.08722424507141113,0.002
207,0.08721418678760529,0.002
208,0.08697333186864853,0.002
209,0.08642180263996124,0.002
210,0.08766338229179382,0.002
211,0.08846597373485565,0.002
212,0.08904803544282913,0.002
213,0.08883858472108841,0.002
214,0.08646183460950851,0.002
215,0.08628252893686295,0.002
216,0.10717325657606125,0.002
217,0.0920189768075943,0.002
218,0.08751901984214783,0.002
219,0.08724668622016907,0.002
220,0.08765912801027298,0.002
221,0.08551444113254547,0.002
222,0.08393887430429459,0.002
223,0.08373768627643585,0.002
224,0.0852465108036995,0.002
225,0.08615589886903763,0.002
226,0.08360819518566132,0.002
227,0.08333379030227661,0.002
228,0.08325368165969849,0.002
229,0.08279409259557724,0.002
230,0.0823812410235405,0.002
231,0.08875829726457596,0.002
232,0.08482547104358673,0.002
233,0.08533455431461334,0.002
234,0.0832705870270729,0.002
235,0.08225131779909134,0.002
236,0.0820854902267456,0.002
237,0.08240395784378052,0.002
238,0.08216781914234161,0.002
239,0.08127878606319427,0.002
240,0.0813063457608223,0.002
241,0.08100111782550812,0.002
242,0.08058194816112518,0.002
243,0.08091481029987335,0.002
244,0.08107569813728333,0.002
245,0.08112482726573944,0.002
246,0.08163634687662125,0.002
247,0.08145710080862045,0.002
248,0.0817134752869606,0.002
