,loss,lr
0,0.97394198179245,0.002
1,0.7914062738418579,0.002
2,0.6392484903335571,0.002
3,0.5331724882125854,0.002
4,0.4645315706729889,0.002
5,0.41340816020965576,0.002
6,0.37363162636756897,0.002
7,0.34149134159088135,0.002
8,0.31488507986068726,0.002
9,0.29308465123176575,0.002
10,0.2718202471733093,0.002
11,0.2585177421569824,0.002
12,0.241515651345253,0.002
13,0.2253219336271286,0.002
14,0.2112295925617218,0.002
15,0.19910460710525513,0.002
16,0.1888960748910904,0.002
17,0.18306183815002441,0.002
18,0.17236986756324768,0.002
19,0.16309915482997894,0.002
20,0.15540005266666412,0.002
21,0.14802666008472443,0.002
22,0.14164723455905914,0.002
23,0.13571961224079132,0.002
24,0.12958134710788727,0.002
25,0.1247200295329094,0.002
26,0.11879772692918777,0.002
27,0.11411403119564056,0.002
28,0.1100275069475174,0.002
29,0.10615748167037964,0.002
30,0.10233959555625916,0.002
31,0.09923344850540161,0.002
32,0.09592590481042862,0.002
33,0.09273749589920044,0.002
34,0.08938653767108917,0.002
35,0.08694323897361755,0.002
36,0.08446948975324631,0.002
37,0.08228368312120438,0.002
38,0.08000940829515457,0.002
39,0.07840020954608917,0.002
40,0.07709534466266632,0.002
41,0.07494953274726868,0.002
42,0.07347027957439423,0.002
43,0.07224472612142563,0.002
44,0.07082930207252502,0.002
45,0.06963308900594711,0.002
46,0.06874216347932816,0.002
47,0.0675567165017128,0.002
48,0.06673309206962585,0.002
49,0.06582291424274445,0.002
50,0.06534264981746674,0.002
51,0.06528624892234802,0.002
52,0.06463422626256943,0.002
53,0.06469593942165375,0.002
54,0.06334694474935532,0.002
55,0.06267467886209488,0.002
56,0.062151167541742325,0.002
57,0.06073363125324249,0.002
58,0.05983949825167656,0.002
59,0.05922850966453552,0.002
60,0.058055393397808075,0.002
61,0.06375434249639511,0.002
62,0.05962222069501877,0.002
63,0.057507701218128204,0.002
64,0.05654512345790863,0.002
65,0.05568068474531174,0.002
66,0.055086128413677216,0.002
67,0.05481209233403206,0.002
68,0.05458599328994751,0.002
69,0.05381907522678375,0.002
70,0.05331633239984512,0.002
71,0.05316434055566788,0.002
72,0.05289590731263161,0.002
73,0.05273689702153206,0.002
74,0.052304137498140335,0.002
75,0.052183885127305984,0.002
76,0.051520753651857376,0.002
77,0.05108092725276947,0.002
78,0.0530114583671093,0.002
79,0.05086464807391167,0.002
80,0.05013833940029144,0.002
81,0.04925427585840225,0.002
82,0.04892633110284805,0.002
83,0.04906019568443298,0.002
84,0.048848945647478104,0.002
85,0.048465289175510406,0.002
86,0.04799267649650574,0.002
87,0.04740011319518089,0.002
88,0.047567591071128845,0.002
89,0.04720873758196831,0.002
90,0.04655641317367554,0.002
91,0.04661736637353897,0.002
92,0.04636567458510399,0.002
93,0.04644588753581047,0.002
94,0.047104042023420334,0.002
95,0.04721885919570923,0.002
96,0.048851680010557175,0.002
97,0.048451874405145645,0.002
98,0.052428390830755234,0.002
99,0.05169945955276489,0.002
100,0.04893456771969795,0.002
101,0.04964142292737961,0.002
102,0.04606765881180763,0.002
103,0.0468904934823513,0.002
104,0.04441958665847778,0.002
105,0.04652595520019531,0.002
106,0.04460683465003967,0.002
107,0.04301617667078972,0.002
108,0.04255424067378044,0.002
109,0.04221943020820618,0.002
110,0.0420687310397625,0.002
111,0.042256854474544525,0.002
112,0.041771646589040756,0.002
113,0.042010415345430374,0.002
114,0.04134247452020645,0.002
115,0.04133886098861694,0.002
116,0.04121430963277817,0.002
117,0.04113258793950081,0.002
118,0.04128652811050415,0.002
119,0.04134631156921387,0.002
120,0.04083982855081558,0.002
121,0.054700471460819244,0.002
122,0.04551361873745918,0.002
123,0.04174404963850975,0.002
124,0.04100682586431503,0.002
125,0.04062218591570854,0.002
126,0.04125704616308212,0.002
127,0.042500775307416916,0.002
128,0.04074312746524811,0.002
129,0.04160202294588089,0.002
130,0.04096013680100441,0.002
131,0.0413520522415638,0.002
132,0.040624961256980896,0.002
133,0.039178453385829926,0.002
134,0.0390334390103817,0.002
135,0.03842385113239288,0.002
136,0.05658512935042381,0.002
137,0.049292195588350296,0.002
138,0.04126226529479027,0.002
139,0.03921769931912422,0.002
140,0.038166675716638565,0.002
141,0.03763168305158615,0.002
142,0.03752008080482483,0.002
143,0.03727620840072632,0.002
144,0.03740298002958298,0.002
145,0.037093181163072586,0.002
