,loss,lr
0,0.9931256771087646,0.002
1,0.7884688973426819,0.002
2,0.6356120109558105,0.002
3,0.5120516419410706,0.002
4,0.4207409918308258,0.002
5,0.358437180519104,0.002
6,0.31283342838287354,0.002
7,0.2742341160774231,0.002
8,0.24393998086452484,0.002
9,0.2200639247894287,0.002
10,0.20178118348121643,0.002
11,0.1857553869485855,0.002
12,0.17176246643066406,0.002
13,0.15886399149894714,0.002
14,0.1474214345216751,0.002
15,0.1362122744321823,0.002
16,0.12560926377773285,0.002
17,0.11716034263372421,0.002
18,0.10932965576648712,0.002
19,0.10283303260803223,0.002
20,0.09608530253171921,0.002
21,0.09220362454652786,0.002
22,0.08639161288738251,0.002
23,0.08172757923603058,0.002
24,0.07769446074962616,0.002
25,0.0738544687628746,0.002
26,0.07067718356847763,0.002
27,0.06782422959804535,0.002
28,0.06537631154060364,0.002
29,0.06309884786605835,0.002
30,0.06128180772066116,0.002
31,0.059432365000247955,0.002
32,0.0579252764582634,0.002
33,0.061539165675640106,0.002
34,0.05645475536584854,0.002
35,0.054348234087228775,0.002
36,0.05254547670483589,0.002
37,0.05237584561109543,0.002
38,0.05074375867843628,0.002
39,0.04954700544476509,0.002
40,0.04849052056670189,0.002
41,0.04751512035727501,0.002
42,0.046676792204380035,0.002
43,0.046121127903461456,0.002
44,0.04545245319604874,0.002
45,0.044512875378131866,0.002
46,0.044162195175886154,0.002
47,0.04365664720535278,0.002
48,0.042969632893800735,0.002
49,0.043035365641117096,0.002
50,0.04191151633858681,0.002
51,0.04191035404801369,0.002
52,0.04236491769552231,0.002
53,0.04392633214592934,0.002
54,0.040779709815979004,0.002
55,0.039814554154872894,0.002
56,0.03851426765322685,0.002
57,0.03859351575374603,0.002
58,0.03834548965096474,0.002
59,0.038669995963573456,0.002
60,0.03690749406814575,0.002
61,0.036213651299476624,0.002
62,0.03604864329099655,0.002
63,0.035761602222919464,0.002
64,0.03522614762187004,0.002
65,0.035205379128456116,0.002
66,0.03495282307267189,0.002
67,0.035145167261362076,0.002
68,0.03507113456726074,0.002
69,0.03473975136876106,0.002
70,0.03760865330696106,0.002
71,0.03536804020404816,0.002
72,0.03376743197441101,0.002
73,0.03306962922215462,0.002
74,0.032754283398389816,0.002
75,0.03148801252245903,0.002
76,0.031181998550891876,0.002
77,0.030700858682394028,0.002
78,0.030653463676571846,0.002
79,0.03087914176285267,0.002
80,0.033625077456235886,0.002
81,0.03106400929391384,0.002
82,0.03009810671210289,0.002
83,0.02991090714931488,0.002
84,0.029711171984672546,0.002
85,0.03028685413300991,0.002
86,0.029300710186362267,0.002
87,0.02851979434490204,0.002
88,0.027981190010905266,0.002
89,0.027683261781930923,0.002
90,0.027504468336701393,0.002
91,0.027341222390532494,0.002
92,0.028006436303257942,0.002
93,0.028406860306859016,0.002
94,0.028011338785290718,0.002
95,0.029305314645171165,0.002
96,0.03126143291592598,0.002
97,0.02786870114505291,0.002
98,0.02617585100233555,0.002
99,0.02579030953347683,0.002
100,0.02561616525053978,0.002
101,0.025782665237784386,0.002
102,0.025358648970723152,0.002
103,0.026361120864748955,0.002
104,0.02601107582449913,0.002
